n,k,k_type,heuristic_time,heuristic_result
18,11,random,0.000454903,FALSE
18,0,0,0.000707865,FALSE
18,72,k,0.000791788,TRUE
18,36,k/2,0.001007795,TRUE
18,10,random,0.000534058,FALSE
18,0,0,0.000504017,FALSE
18,78,k,0.000857115,TRUE
18,39,k/2,0.000617981,TRUE
18,55,random,0.000442028,TRUE
18,0,0,0.000612736,FALSE
18,83,k,0.000547886,TRUE
18,41,k/2,0.000773191,TRUE
18,14,random,0.000520229,FALSE
18,0,0,0.000570059,FALSE
18,88,k,0.000435829,TRUE
18,44,k/2,0.000661135,TRUE
18,76,random,0.00057888,TRUE
18,0,0,0.000612974,FALSE
18,85,k,0.000629902,TRUE
18,42,k/2,0.000758886,TRUE
18,43,random,0.00085187,TRUE
18,0,0,0.000798941,FALSE
18,84,k,0.000635862,TRUE
18,42,k/2,0.000619173,TRUE
18,31,random,0.000552893,FALSE
18,0,0,0.000731707,FALSE
18,70,k,0.000475168,TRUE
18,35,k/2,0.000520945,TRUE
18,3,random,0.000451088,FALSE
18,0,0,0.000617027,FALSE
18,78,k,0.000727177,TRUE
18,39,k/2,0.000755787,TRUE
18,5,random,0.000581026,FALSE
18,0,0,0.000641108,FALSE
18,72,k,0.000559807,TRUE
18,36,k/2,0.000733852,TRUE
18,10,random,0.000627995,FALSE
18,0,0,0.000450134,FALSE
18,75,k,0.000504017,TRUE
18,37,k/2,0.000769854,TRUE
18,59,random,0.00046277,TRUE
18,0,0,0.000527143,FALSE
18,84,k,0.000543118,TRUE
18,42,k/2,0.00049901,TRUE
18,58,random,0.000419855,TRUE
18,0,0,0.000666857,FALSE
18,71,k,0.000791788,TRUE
18,35,k/2,0.000689268,TRUE
18,41,random,0.000692844,TRUE
18,0,0,0.000566721,FALSE
18,79,k,0.000762701,TRUE
18,39,k/2,0.00072813,TRUE
18,50,random,0.000764847,TRUE
18,0,0,0.000426054,FALSE
18,80,k,0.000645161,TRUE
18,40,k/2,0.000628948,TRUE
18,25,random,0.000355005,FALSE
18,0,0,0.000677824,FALSE
18,68,k,0.000732899,TRUE
18,34,k/2,0.000830889,TRUE
18,36,random,0.000607014,TRUE
18,0,0,0.000447035,FALSE
18,81,k,0.000455856,TRUE
18,40,k/2,0.000622034,TRUE
18,42,random,0.000285864,TRUE
18,0,0,0.000441074,FALSE
18,72,k,0.000736952,TRUE
18,36,k/2,0.000424147,TRUE
18,57,random,0.000447989,TRUE
18,0,0,0.000421762,FALSE
18,86,k,0.000537157,TRUE
18,43,k/2,0.000653982,TRUE
18,55,random,0.000575781,TRUE
18,0,0,0.000580072,FALSE
18,74,k,0.000648737,TRUE
18,37,k/2,0.000790596,TRUE
18,14,random,0.000652075,FALSE
18,0,0,0.000848055,FALSE
18,76,k,0.000861883,TRUE
18,38,k/2,0.000627995,TRUE
18,1,random,0.000680923,FALSE
18,0,0,0.000905275,FALSE
18,83,k,0.000785112,TRUE
18,41,k/2,0.000929117,TRUE
18,24,random,0.000797033,FALSE
18,0,0,0.000741005,FALSE
18,86,k,0.000780106,TRUE
18,43,k/2,0.000629187,TRUE
18,28,random,0.000561237,FALSE
18,0,0,0.000477314,FALSE
18,79,k,0.000546217,TRUE
18,39,k/2,0.000603914,TRUE
18,41,random,0.000464916,TRUE
18,0,0,0.000592947,FALSE
18,68,k,0.000603914,TRUE
18,34,k/2,0.000597954,TRUE
18,36,random,0.000690937,TRUE
18,0,0,0.000613928,FALSE
18,70,k,0.000622988,TRUE
18,35,k/2,0.000628948,TRUE
18,16,random,0.000511885,FALSE
18,0,0,0.000340939,FALSE
18,82,k,0.000642061,TRUE
18,41,k/2,0.000569105,TRUE
18,41,random,0.000432968,TRUE
18,0,0,0.000444174,FALSE
18,73,k,0.000313759,TRUE
18,36,k/2,0.000427961,TRUE
18,13,random,0.000627756,FALSE
18,0,0,0.000697136,FALSE
18,79,k,0.000755787,TRUE
18,39,k/2,0.00076437,TRUE
18,61,random,0.00069809,TRUE
18,0,0,0.000606298,FALSE
18,78,k,0.00069499,TRUE
18,39,k/2,0.000681877,TRUE
18,43,random,0.00068903,TRUE
18,0,0,0.000632048,FALSE
18,77,k,0.00057292,TRUE
18,38,k/2,0.000723839,TRUE
18,19,random,0.000454903,FALSE
18,0,0,0.000906467,FALSE
18,76,k,0.000530958,TRUE
18,38,k/2,0.000520945,TRUE
18,14,random,0.000715017,FALSE
18,0,0,0.000570059,FALSE
18,71,k,0.000671148,TRUE
18,35,k/2,0.00048995,TRUE
18,19,random,0.000575066,FALSE
18,0,0,0.000652075,FALSE
18,82,k,0.000561953,TRUE
18,41,k/2,0.000828028,TRUE
18,80,random,0.00048399,TRUE
18,0,0,0.000720978,FALSE
18,70,k,0.000494242,TRUE
18,35,k/2,0.001038074,TRUE
18,18,random,0.000458956,FALSE
18,0,0,0.000734329,FALSE
18,76,k,0.000945091,TRUE
18,38,k/2,0.000794172,TRUE
18,23,random,0.000729799,FALSE
18,0,0,0.000475883,FALSE
18,83,k,0.000739813,TRUE
18,41,k/2,0.00071311,TRUE
18,10,random,0.000551939,FALSE
18,0,0,0.000883818,FALSE
18,77,k,0.000484228,TRUE
18,38,k/2,0.000653982,TRUE
18,25,random,0.000530958,FALSE
18,0,0,0.00056076,FALSE
18,77,k,0.000560045,TRUE
18,38,k/2,0.000575066,TRUE
18,24,random,0.000519991,FALSE
18,0,0,0.000550032,FALSE
18,77,k,0.000694036,TRUE
18,38,k/2,0.000569105,TRUE
18,74,random,0.000439167,TRUE
18,0,0,0.000813007,FALSE
18,79,k,0.00069809,TRUE
18,39,k/2,0.000641108,TRUE
18,30,random,0.00070715,TRUE
18,0,0,0.000568867,FALSE
18,77,k,0.00056386,TRUE
18,38,k/2,0.000639915,TRUE
18,49,random,0.000583887,TRUE
18,0,0,0.000597954,FALSE
18,70,k,0.000459909,TRUE
18,35,k/2,0.000547171,TRUE
18,45,random,0.000892162,TRUE
18,0,0,0.000444889,FALSE
18,82,k,0.000699043,TRUE
18,41,k/2,0.000617981,TRUE
18,40,random,0.000841856,TRUE
18,0,0,0.000840902,FALSE
18,77,k,0.000757933,TRUE
18,38,k/2,0.000565052,TRUE
18,24,random,0.000729084,FALSE
18,0,0,0.000628948,FALSE
18,85,k,0.00071311,TRUE
18,42,k/2,0.000647068,TRUE
18,42,random,0.000721216,TRUE
18,0,0,0.000315189,FALSE
18,79,k,0.000714779,TRUE
18,39,k/2,0.000720739,TRUE
18,71,random,0.000860929,TRUE
18,0,0,0.00049901,FALSE
18,76,k,0.000393152,TRUE
18,38,k/2,0.00064683,TRUE
18,16,random,0.000396013,FALSE
18,0,0,0.00050211,FALSE
18,73,k,0.000650644,TRUE
18,36,k/2,0.000595331,TRUE
18,7,random,0.000472069,FALSE
18,0,0,0.000545979,FALSE
18,77,k,0.00047493,TRUE
18,38,k/2,0.000470877,TRUE
18,0,random,0.000609875,FALSE
18,0,0,0.000630856,FALSE
18,71,k,0.000631809,TRUE
18,35,k/2,0.000575066,TRUE
18,54,random,0.000325918,TRUE
18,0,0,0.000634193,FALSE
18,69,k,0.000689268,TRUE
18,34,k/2,0.000687122,TRUE
18,57,random,0.000391722,TRUE
18,0,0,0.000556946,FALSE
18,80,k,0.000763893,TRUE
18,40,k/2,0.000682831,TRUE
18,4,random,0.000651836,FALSE
18,0,0,0.000642061,FALSE
18,68,k,0.00056982,TRUE
18,34,k/2,0.000515223,TRUE
18,65,random,0.000400066,TRUE
18,0,0,0.000459194,FALSE
18,76,k,0.001029015,TRUE
18,38,k/2,0.000854015,TRUE
18,11,random,0.000614882,FALSE
18,0,0,0.000617981,FALSE
18,67,k,0.000663996,TRUE
18,33,k/2,0.000614882,TRUE
18,34,random,0.000719309,TRUE
18,0,0,0.000691891,FALSE
18,73,k,0.000674009,TRUE
18,36,k/2,0.000448942,TRUE
18,47,random,0.000729084,TRUE
18,0,0,0.000509977,FALSE
18,77,k,0.000500917,TRUE
18,38,k/2,0.000508785,TRUE
18,72,random,0.000683069,TRUE
18,0,0,0.000590086,FALSE
18,80,k,0.000482082,TRUE
18,40,k/2,0.000599861,TRUE
18,79,random,0.00064683,TRUE
18,0,0,0.000579119,FALSE
18,73,k,0.000650883,TRUE
18,36,k/2,0.000643969,TRUE
18,34,random,0.000877142,TRUE
18,0,0,0.000459194,FALSE
18,75,k,0.000703096,TRUE
18,37,k/2,0.000463724,TRUE
18,23,random,0.000462055,FALSE
18,0,0,0.000688076,FALSE
18,77,k,0.000771999,TRUE
18,38,k/2,0.000837088,TRUE
18,13,random,0.000691891,FALSE
18,0,0,0.000416994,FALSE
18,80,k,0.000814199,TRUE
18,40,k/2,0.001109123,TRUE
18,68,random,0.000970125,TRUE
18,0,0,0.000910997,FALSE
18,74,k,0.000505686,TRUE
18,37,k/2,0.000582218,TRUE
18,4,random,0.000540972,FALSE
18,0,0,0.000605106,FALSE
18,70,k,0.00058794,TRUE
18,35,k/2,0.00074172,TRUE
18,38,random,0.000619173,TRUE
18,0,0,0.000499964,FALSE
18,70,k,0.000615835,TRUE
18,35,k/2,0.00048399,TRUE
18,37,random,0.000661135,TRUE
18,0,0,0.000677109,FALSE
18,84,k,0.00060606,TRUE
18,42,k/2,0.000468016,TRUE
18,76,random,0.000551939,TRUE
18,0,0,0.000452995,FALSE
18,79,k,0.000826836,TRUE
18,39,k/2,0.00066781,TRUE
18,7,random,0.000595808,FALSE
18,0,0,0.000590086,FALSE
18,77,k,0.000568867,TRUE
18,38,k/2,0.000611782,TRUE
18,38,random,0.000746965,TRUE
18,0,0,0.000648022,FALSE
18,72,k,0.000841856,TRUE
18,36,k/2,0.000628948,TRUE
18,2,random,0.000498772,FALSE
18,0,0,0.000668764,FALSE
18,76,k,0.00058198,TRUE
18,38,k/2,0.00083518,TRUE
18,21,random,0.00055027,FALSE
18,0,0,0.000687838,FALSE
18,72,k,0.000598669,TRUE
18,36,k/2,0.000555038,TRUE
18,42,random,0.000768185,TRUE
18,0,0,0.000678778,FALSE
18,81,k,0.000616074,TRUE
18,40,k/2,0.000736952,TRUE
18,57,random,0.000607967,TRUE
18,0,0,0.000651121,FALSE
18,84,k,0.000600815,TRUE
18,42,k/2,0.000706196,TRUE
18,42,random,0.000638008,TRUE
18,0,0,0.000643015,FALSE
18,76,k,0.000488281,TRUE
18,38,k/2,0.000624895,TRUE
18,9,random,0.000535011,FALSE
18,0,0,0.000445843,FALSE
18,79,k,0.000557899,TRUE
18,39,k/2,0.000503778,TRUE
18,53,random,0.000486135,TRUE
18,0,0,0.000706911,FALSE
18,83,k,0.000892878,TRUE
18,41,k/2,0.000930786,TRUE
18,80,random,0.000993013,TRUE
18,0,0,0.000562906,FALSE
18,81,k,0.000746965,TRUE
18,40,k/2,0.000663042,TRUE
18,51,random,0.000543833,TRUE
18,0,0,0.000442743,FALSE
18,74,k,0.000462055,TRUE
18,37,k/2,0.000487328,TRUE
18,51,random,0.000680923,TRUE
18,0,0,0.000479937,FALSE
18,85,k,0.000544071,TRUE
18,42,k/2,0.000836849,TRUE
18,23,random,0.00047183,FALSE
18,0,0,0.000622988,FALSE
18,84,k,0.000495195,TRUE
18,42,k/2,0.000845671,TRUE
18,27,random,0.000459909,FALSE
18,0,0,0.00061202,FALSE
18,75,k,0.000720024,TRUE
18,37,k/2,0.000555038,TRUE
18,24,random,0.000636816,FALSE
18,0,0,0.000594854,FALSE
18,65,k,0.000589132,TRUE
18,32,k/2,0.000701904,TRUE
18,5,random,0.000476837,FALSE
18,0,0,0.000432253,FALSE
18,81,k,0.000500917,TRUE
18,40,k/2,0.000527143,TRUE
18,2,random,0.000513077,FALSE
18,0,0,0.000597,FALSE
18,86,k,0.000494957,TRUE
18,43,k/2,0.000437021,TRUE
18,53,random,0.000693798,TRUE
18,0,0,0.000560045,FALSE
18,68,k,0.000695944,TRUE
18,34,k/2,0.00054884,TRUE
18,66,random,0.000597954,TRUE
18,0,0,0.000766993,FALSE
18,98,k,0.000640154,TRUE
18,49,k/2,0.00079298,TRUE
18,70,random,0.000625849,TRUE
18,0,0,0.000497103,FALSE
18,86,k,0.000692844,TRUE
18,43,k/2,0.000711918,TRUE
18,53,random,0.000670195,TRUE
18,0,0,0.000770092,FALSE
18,70,k,0.000472069,TRUE
18,35,k/2,0.000723839,TRUE
18,19,random,0.000635147,FALSE
18,0,0,0.000701904,FALSE
18,81,k,0.000448942,TRUE
18,40,k/2,0.000618696,TRUE
18,21,random,0.000436783,FALSE
18,0,0,0.000675917,FALSE
18,76,k,0.000941038,TRUE
18,38,k/2,0.000772953,TRUE
18,67,random,0.000545979,TRUE
20,0,0,0.000863075,FALSE
20,95,k,0.000879049,TRUE
20,47,k/2,0.000537157,TRUE
20,87,random,0.000861883,TRUE
20,0,0,0.001150846,FALSE
20,97,k,0.000842094,TRUE
20,48,k/2,0.000766039,TRUE
20,78,random,0.000908136,TRUE
20,0,0,0.000666142,FALSE
20,87,k,0.000888824,TRUE
20,43,k/2,0.001059771,TRUE
20,0,random,0.00079608,FALSE
20,0,0,0.000766993,FALSE
20,98,k,0.000454903,TRUE
20,49,k/2,0.000632763,TRUE
20,42,random,0.000757933,TRUE
20,0,0,0.001134157,FALSE
20,100,k,0.001039982,TRUE
20,50,k/2,0.001068115,TRUE
20,15,random,0.0007658,FALSE
20,0,0,0.000778913,FALSE
20,106,k,0.000627041,TRUE
20,53,k/2,0.000605106,TRUE
20,27,random,0.000859022,FALSE
20,0,0,0.000663042,FALSE
20,96,k,0.000897646,TRUE
20,48,k/2,0.000522137,TRUE
20,61,random,0.00079608,TRUE
20,0,0,0.000764847,FALSE
20,101,k,0.000673771,TRUE
20,50,k/2,0.000491142,TRUE
20,74,random,0.000718832,TRUE
20,0,0,0.000663042,FALSE
20,102,k,0.000654936,TRUE
20,51,k/2,0.000809908,TRUE
20,28,random,0.000561953,FALSE
20,0,0,0.000537157,FALSE
20,95,k,0.001024008,TRUE
20,47,k/2,0.000723839,TRUE
20,45,random,0.000682831,TRUE
20,0,0,0.000938892,FALSE
20,88,k,0.000869036,TRUE
20,44,k/2,0.001015186,TRUE
20,85,random,0.001107216,TRUE
20,0,0,0.000756025,FALSE
20,112,k,0.000807047,TRUE
20,56,k/2,0.000623226,TRUE
20,20,random,0.00043273,FALSE
20,0,0,0.000644207,FALSE
20,99,k,0.000985146,TRUE
20,49,k/2,0.000492811,TRUE
20,53,random,0.000484228,TRUE
20,0,0,0.000648022,FALSE
20,95,k,0.000624895,TRUE
20,47,k/2,0.000592709,TRUE
20,46,random,0.000724077,TRUE
20,0,0,0.000567913,FALSE
20,97,k,0.00058794,TRUE
20,48,k/2,0.000808954,TRUE
20,20,random,0.000622034,FALSE
20,0,0,0.000806093,FALSE
20,106,k,0.000850916,TRUE
20,53,k/2,0.00068593,TRUE
20,46,random,0.000580072,TRUE
20,0,0,0.000560045,FALSE
20,105,k,0.000926018,TRUE
20,52,k/2,0.000991106,TRUE
20,102,random,0.000647783,TRUE
20,0,0,0.000755787,FALSE
20,92,k,0.00081706,TRUE
20,46,k/2,0.000546932,TRUE
20,28,random,0.000686884,FALSE
20,0,0,0.000849962,FALSE
20,93,k,0.000807047,TRUE
20,46,k/2,0.000701904,TRUE
20,67,random,0.000830173,TRUE
20,0,0,0.000535011,FALSE
20,107,k,0.000708103,TRUE
20,53,k/2,0.000642061,TRUE
20,0,random,0.001000881,FALSE
20,0,0,0.000683784,FALSE
20,98,k,0.000683069,TRUE
20,49,k/2,0.00064373,TRUE
20,71,random,0.000531912,TRUE
20,0,0,0.000566721,FALSE
20,94,k,0.000682116,TRUE
20,47,k/2,0.001148224,TRUE
20,74,random,0.000666142,TRUE
20,0,0,0.000921965,FALSE
20,84,k,0.000522852,TRUE
20,42,k/2,0.00107789,TRUE
20,42,random,0.000571012,TRUE
20,0,0,0.000931025,FALSE
20,101,k,0.001255274,TRUE
20,50,k/2,0.000946999,TRUE
20,89,random,0.000929117,TRUE
20,0,0,0.001019955,FALSE
20,102,k,0.000452995,TRUE
20,51,k/2,0.001127243,TRUE
20,49,random,0.001340866,TRUE
20,0,0,0.000654936,FALSE
20,92,k,0.000649929,TRUE
20,46,k/2,0.000889778,TRUE
20,85,random,0.00054121,TRUE
20,0,0,0.000677824,FALSE
20,103,k,0.000761747,TRUE
20,51,k/2,0.000714064,TRUE
20,24,random,0.000655174,FALSE
20,0,0,0.000715017,FALSE
20,101,k,0.00077486,TRUE
20,50,k/2,0.00082612,TRUE
20,20,random,0.000758886,FALSE
20,0,0,0.000705004,FALSE
20,100,k,0.00093317,TRUE
20,50,k/2,0.001083851,TRUE
20,2,random,0.001020908,FALSE
20,0,0,0.000854015,FALSE
20,106,k,0.000944138,TRUE
20,53,k/2,0.000749111,TRUE
20,34,random,0.00071907,FALSE
20,0,0,0.000843048,FALSE
20,89,k,0.000756025,TRUE
20,44,k/2,0.000836849,TRUE
20,89,random,0.000661135,TRUE
20,0,0,0.000691175,FALSE
20,102,k,0.000907898,TRUE
20,51,k/2,0.000791073,TRUE
20,45,random,0.00082922,TRUE
20,0,0,0.000599861,FALSE
20,99,k,0.000716209,TRUE
20,49,k/2,0.000701904,TRUE
20,57,random,0.000623941,TRUE
20,0,0,0.000650883,FALSE
20,96,k,0.000880957,TRUE
20,48,k/2,0.000749826,TRUE
20,37,random,0.000661135,FALSE
20,0,0,0.000721931,FALSE
20,89,k,0.000741959,TRUE
20,44,k/2,0.001170158,TRUE
20,79,random,0.000631094,TRUE
20,0,0,0.000760078,FALSE
20,95,k,0.000400305,TRUE
20,47,k/2,0.000794649,TRUE
20,26,random,0.001209021,FALSE
20,0,0,0.00069499,FALSE
20,101,k,0.000766039,TRUE
20,50,k/2,0.000884295,TRUE
20,52,random,0.00061512,TRUE
20,0,0,0.000864983,FALSE
20,90,k,0.000935793,TRUE
20,45,k/2,0.000649929,TRUE
20,16,random,0.000723839,FALSE
20,0,0,0.000659227,FALSE
20,96,k,0.000818968,TRUE
20,48,k/2,0.000756025,TRUE
20,68,random,0.000648975,TRUE
20,0,0,0.000910759,FALSE
20,104,k,0.000876188,TRUE
20,52,k/2,0.000714064,TRUE
20,1,random,0.000558853,FALSE
20,0,0,0.000954866,FALSE
20,90,k,0.001010895,TRUE
20,45,k/2,0.000744104,TRUE
20,8,random,0.000548124,FALSE
20,0,0,0.000720263,FALSE
20,87,k,0.000890732,TRUE
20,43,k/2,0.000516891,TRUE
20,78,random,0.000521898,TRUE
20,0,0,0.000652075,FALSE
20,89,k,0.000740051,TRUE
20,44,k/2,0.001093149,TRUE
20,24,random,0.000568628,FALSE
20,0,0,0.000595093,FALSE
20,99,k,0.000586987,TRUE
20,49,k/2,0.000770807,TRUE
20,67,random,0.000734091,TRUE
20,0,0,0.000823021,FALSE
20,90,k,0.000686884,TRUE
20,45,k/2,0.000929832,TRUE
20,5,random,0.000687838,FALSE
20,0,0,0.000580072,FALSE
20,91,k,0.001042128,TRUE
20,45,k/2,0.000809908,TRUE
20,38,random,0.000663042,TRUE
20,0,0,0.000722885,FALSE
20,95,k,0.000905037,TRUE
20,47,k/2,0.000715733,TRUE
20,56,random,0.000613928,TRUE
20,0,0,0.000628948,FALSE
20,79,k,0.000706196,TRUE
20,39,k/2,0.000830173,TRUE
20,22,random,0.000720263,FALSE
20,0,0,0.00071907,FALSE
20,103,k,0.001147032,TRUE
20,51,k/2,0.000916958,TRUE
20,30,random,0.001023054,FALSE
20,0,0,0.000910997,FALSE
20,91,k,0.000828981,TRUE
20,45,k/2,0.000766277,TRUE
20,82,random,0.000628948,TRUE
20,0,0,0.000758886,FALSE
20,84,k,0.00087285,TRUE
20,42,k/2,0.000545979,TRUE
20,64,random,0.000758886,TRUE
20,0,0,0.001094103,FALSE
20,95,k,0.000756979,TRUE
20,47,k/2,0.000648975,TRUE
20,56,random,0.000632048,TRUE
20,0,0,0.000720978,FALSE
20,94,k,0.000720978,TRUE
20,47,k/2,0.00085187,TRUE
20,2,random,0.000790119,FALSE
20,0,0,0.000685692,FALSE
20,90,k,0.00075984,TRUE
20,45,k/2,0.000675201,TRUE
20,53,random,0.000527143,TRUE
20,0,0,0.000651121,FALSE
20,109,k,0.00055337,TRUE
20,54,k/2,0.000574112,TRUE
20,84,random,0.000827789,TRUE
20,0,0,0.001149893,FALSE
20,94,k,0.00112009,TRUE
20,47,k/2,0.001214027,TRUE
20,53,random,0.000876665,TRUE
20,0,0,0.000543833,FALSE
20,99,k,0.000936985,TRUE
20,49,k/2,0.000773191,TRUE
20,80,random,0.000627279,TRUE
20,0,0,0.000552177,FALSE
20,91,k,0.001236916,TRUE
20,45,k/2,0.00088191,TRUE
20,45,random,0.001103878,TRUE
20,0,0,0.000705957,FALSE
20,87,k,0.000887156,TRUE
20,43,k/2,0.000580072,TRUE
20,18,random,0.000815153,FALSE
20,0,0,0.000778913,FALSE
20,85,k,0.000925303,TRUE
20,42,k/2,0.0009408,TRUE
20,71,random,0.00073719,TRUE
20,0,0,0.000939131,FALSE
20,96,k,0.000809193,TRUE
20,48,k/2,0.00072813,TRUE
20,87,random,0.000780106,TRUE
20,0,0,0.000733376,FALSE
20,97,k,0.000869989,TRUE
20,48,k/2,0.000691891,TRUE
20,51,random,0.000682116,TRUE
20,0,0,0.000539064,FALSE
20,90,k,0.00067687,TRUE
20,45,k/2,0.000541925,TRUE
20,23,random,0.000721931,FALSE
20,0,0,0.000926971,FALSE
20,93,k,0.000914812,TRUE
20,46,k/2,0.000764847,TRUE
20,80,random,0.000978947,TRUE
20,0,0,0.000529289,FALSE
20,95,k,0.000401974,TRUE
20,47,k/2,0.000917912,TRUE
20,32,random,0.000597,FALSE
20,0,0,0.000819206,FALSE
20,90,k,0.000793934,TRUE
20,45,k/2,0.000918865,TRUE
20,88,random,0.000779152,TRUE
20,0,0,0.000821114,FALSE
20,102,k,0.001249075,TRUE
20,51,k/2,0.000705004,TRUE
20,29,random,0.000829935,FALSE
20,0,0,0.000584841,FALSE
20,104,k,0.000925303,TRUE
20,52,k/2,0.000649929,TRUE
20,99,random,0.00063014,TRUE
20,0,0,0.000805855,FALSE
20,104,k,0.000616789,TRUE
20,52,k/2,0.000708103,TRUE
20,11,random,0.000699043,FALSE
20,0,0,0.001003027,FALSE
20,92,k,0.001111031,TRUE
20,46,k/2,0.000892162,TRUE
20,87,random,0.000921726,TRUE
20,0,0,0.000568151,FALSE
20,91,k,0.000850201,TRUE
20,45,k/2,0.000809908,TRUE
20,84,random,0.000658989,TRUE
20,0,0,0.000947237,FALSE
20,99,k,0.000551939,TRUE
20,49,k/2,0.000932932,TRUE
20,35,random,0.001209974,FALSE
20,0,0,0.001024008,FALSE
20,85,k,0.000677824,TRUE
20,42,k/2,0.00075078,TRUE
20,13,random,0.00054121,FALSE
20,0,0,0.000553846,FALSE
20,97,k,0.000560045,TRUE
20,48,k/2,0.000896931,TRUE
20,11,random,0.000674963,FALSE
20,0,0,0.000693083,FALSE
20,86,k,0.00099206,TRUE
20,43,k/2,0.000548124,TRUE
20,40,random,0.000983953,TRUE
20,0,0,0.000537872,FALSE
20,90,k,0.000673056,TRUE
20,45,k/2,0.000816107,TRUE
20,67,random,0.00062418,TRUE
20,0,0,0.000705242,FALSE
20,101,k,0.000853062,TRUE
20,50,k/2,0.000941992,TRUE
20,99,random,0.000797272,TRUE
20,0,0,0.000699997,FALSE
20,100,k,0.000843048,TRUE
20,50,k/2,0.000392914,TRUE
20,2,random,0.000936985,FALSE
20,0,0,0.000947952,FALSE
20,102,k,0.000691891,TRUE
20,51,k/2,0.000684023,TRUE
20,97,random,0.000735044,TRUE
20,0,0,0.000808001,FALSE
20,96,k,0.000590086,TRUE
20,48,k/2,0.001002073,TRUE
20,36,random,0.000640869,FALSE
20,0,0,0.000833035,FALSE
20,89,k,0.000862122,TRUE
20,44,k/2,0.000926971,TRUE
20,86,random,0.000627995,TRUE
20,0,0,0.000582933,FALSE
20,103,k,0.000899792,TRUE
20,51,k/2,0.000911951,TRUE
20,88,random,0.000846148,TRUE
20,0,0,0.000952244,FALSE
20,82,k,0.000974178,TRUE
20,41,k/2,0.000901937,TRUE
20,12,random,0.000691891,FALSE
20,0,0,0.000936985,FALSE
20,98,k,0.000850916,TRUE
20,49,k/2,0.000946045,TRUE
20,37,random,0.000721931,FALSE
20,0,0,0.000849962,FALSE
20,88,k,0.00072217,TRUE
20,44,k/2,0.000642061,TRUE
20,35,random,0.000624895,TRUE
20,0,0,0.000724077,FALSE
20,93,k,0.000739098,TRUE
20,46,k/2,0.000640869,TRUE
20,45,random,0.000749826,TRUE
20,0,0,0.000971794,FALSE
20,90,k,0.000931025,TRUE
20,45,k/2,0.000725269,TRUE
20,38,random,0.000696182,TRUE
20,0,0,0.000571966,FALSE
20,99,k,0.000884056,TRUE
20,49,k/2,0.000653028,TRUE
20,80,random,0.000776052,TRUE
20,0,0,0.000882149,FALSE
20,99,k,0.000916958,TRUE
20,49,k/2,0.000814915,TRUE
20,81,random,0.00121212,TRUE
20,0,0,0.000571012,FALSE
20,101,k,0.000822783,TRUE
20,50,k/2,0.00080204,TRUE
20,96,random,0.000649929,TRUE
20,0,0,0.000815868,FALSE
20,98,k,0.000844002,TRUE
20,49,k/2,0.000625849,TRUE
20,51,random,0.000891924,TRUE
20,0,0,0.000541925,FALSE
20,101,k,0.000544071,TRUE
20,50,k/2,0.000603199,TRUE
20,28,random,0.000663757,FALSE
20,0,0,0.000560999,FALSE
20,98,k,0.000769854,TRUE
20,49,k/2,0.000746965,TRUE
20,47,random,0.000625134,TRUE
20,0,0,0.000850916,FALSE
20,100,k,0.000852108,TRUE
20,50,k/2,0.000761271,TRUE
20,60,random,0.001019001,TRUE
20,0,0,0.000854015,FALSE
20,98,k,0.000626087,TRUE
20,49,k/2,0.000687838,TRUE
20,23,random,0.000782967,FALSE
20,0,0,0.000602245,FALSE
20,86,k,0.000862837,TRUE
20,43,k/2,0.001291037,TRUE
20,54,random,0.000625134,TRUE
20,0,0,0.000852108,FALSE
20,98,k,0.00054121,TRUE
20,49,k/2,0.00101018,TRUE
20,26,random,0.000568867,FALSE
20,0,0,0.000950098,FALSE
20,100,k,0.000854015,TRUE
20,50,k/2,0.000792027,TRUE
20,93,random,0.000870943,TRUE
20,0,0,0.000792742,FALSE
20,100,k,0.000797033,TRUE
20,50,k/2,0.000762939,TRUE
20,33,random,0.000836849,FALSE
20,0,0,0.000837088,FALSE
20,104,k,0.0014081,TRUE
20,52,k/2,0.000732899,TRUE
20,68,random,0.000945807,TRUE
20,0,0,0.000847816,FALSE
20,106,k,0.000714064,TRUE
20,53,k/2,0.000818968,TRUE
20,12,random,0.000721216,FALSE
20,0,0,0.000860929,FALSE
20,89,k,0.000731945,TRUE
20,44,k/2,0.000944138,TRUE
20,73,random,0.000521898,TRUE
20,0,0,0.000519276,FALSE
20,104,k,0.000936031,TRUE
20,52,k/2,0.00090003,TRUE
20,88,random,0.000760078,TRUE
20,0,0,0.00091815,FALSE
20,99,k,0.000745058,TRUE
20,49,k/2,0.000792027,TRUE
20,41,random,0.001031876,TRUE
20,0,0,0.000991821,FALSE
20,88,k,0.00072217,TRUE
20,44,k/2,0.000657082,TRUE
20,67,random,0.000763893,TRUE
20,0,0,0.000550032,FALSE
20,86,k,0.000710249,TRUE
20,43,k/2,0.000565052,TRUE
20,67,random,0.000818968,TRUE
20,0,0,0.000854015,FALSE
20,88,k,0.000967026,TRUE
20,44,k/2,0.000701904,TRUE
20,59,random,0.000691175,TRUE
20,0,0,0.00069809,FALSE
20,93,k,0.001043081,TRUE
20,46,k/2,0.000531912,TRUE
20,9,random,0.000666857,FALSE
20,0,0,0.001198053,FALSE
20,89,k,0.001695156,TRUE
20,44,k/2,0.001003981,TRUE
20,16,random,0.001032114,FALSE
20,0,0,0.000581026,FALSE
